powerflow0030p	1121	5315	0.40 171%
popdynm200	22407	127991	0.93 218%
mpbp_35	11120	51910	0.86 199%
syn30m02m	1492	5428	0.46 190%
wastewater13m1	481	3733	0.42 202%
syn40hfsg	1022	3646	0.36 150%
sep1	69	275	0.24 103%
syn30m03m	2508	9312	0.44 179%
st_qpc-m3a	30	334	0.19 102%
crudeoil_pooling_ct3	2644	14070	0.80 216%
space25a	634	3880	0.47 172%
autocorr_bern20-15	23	417	0.00 84%
ex7_2_1	35	169	0.25 101%
hydroenergy2	2092	8328	0.76 232%
pooling_digabel19	514	5854	0.45 191%
clay0203m	132	552	0.23 108%
squfl030-150	13680	49680	0.28 299%
